metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,6996,4475,2521,532,-468,9495,-0.0493,34,474
GPM,200,3605,2311,1294,693,-307,5168,-0.0594,55,311
GPM,300,1643,1051,592,885,-115,2183,-0.0528,13,129
GPM,400,624,410,214,949,-51,837,-0.0609,21,75
GPM,500,246,165,81,997,-3,284,-0.0114,5,16
XPM,100,6675,4246,2429,313,-687,10339,-0.0665,233,691
XPM,200,3385,2121,1264,457,-543,5829,-0.0931,233,749
XPM,300,1433,888,545,823,-177,2108,-0.0839,13,180
XPM,400,535,342,193,904,-96,851,-0.1127,34,102
XPM,500,187,122,65,983,-17,256,-0.0675,13,28
HERO_DAMAGE,5000,7266,4521,2745,39,-961,11213,-0.0857,144,1013
HERO_DAMAGE,10000,4446,2750,1696,439,-561,6642,-0.0844,55,565
HERO_DAMAGE,15000,2417,1468,949,678,-322,3584,-0.0898,34,323
HERO_DAMAGE,20000,1148,684,464,852,-148,1576,-0.0937,13,149
HERO_DAMAGE,25000,509,297,212,875,-125,880,-0.1422,34,130
TOWER_DAMAGE,5000,4334,2815,1519,780,-220,5792,-0.0379,21,235
TOWER_DAMAGE,10000,925,594,331,945,-55,1147,-0.0480,8,62
TOWER_DAMAGE,15000,99,65,34,997,-3,113,-0.0258,5,12
TOWER_DAMAGE,20000,2,2,0,1001,1,2,0.3850,1,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,7302,4613,2689,418,-582,10191,-0.0571,55,595
DAMAGE_TAKEN,20000,4324,2716,1608,451,-549,6606,-0.0831,55,558
DAMAGE_TAKEN,30000,2439,1534,905,581,-419,4210,-0.0996,89,441
DAMAGE_TAKEN,40000,1320,836,484,867,-133,1923,-0.0691,13,136
DAMAGE_TAKEN,50000,739,488,251,962,-38,994,-0.0378,13,52
TEAM_PARTICIPATION,1,6787,4361,2426,493,-507,9539,-0.0532,89,529
TEAM_PARTICIPATION,2,3775,2401,1374,650,-350,5492,-0.0638,89,411
TEAM_PARTICIPATION,3,1829,1182,647,908,-92,2350,-0.0390,13,95
TEAM_PARTICIPATION,4,719,465,254,964,-36,928,-0.0393,13,38
TEAM_PARTICIPATION,5,239,155,84,984,-16,324,-0.0502,8,29
