metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,1078,563,515,28827,27827,107800,0.2581,100,1642
GPM,200,608,308,300,13747,12747,60800,0.2097,100,2194
GPM,300,281,142,139,7333,6333,28100,0.2254,100,2338
GPM,400,119,62,57,3853,2853,11900,0.2397,100,1505
GPM,500,45,17,28,629,-371,4500,-0.0824,100,900
XPM,100,920,492,428,28586,27586,92000,0.2998,100,1224
XPM,200,474,253,221,14547,13547,47400,0.2858,100,1089
XPM,300,208,112,96,7054,6054,20800,0.2911,100,1081
XPM,400,83,45,38,3248,2248,8300,0.2708,100,905
XPM,500,28,13,15,1165,165,2800,0.0589,100,478
HERO_DAMAGE,5000,818,448,370,28239,27239,81800,0.3330,100,1509
HERO_DAMAGE,10000,475,261,214,17066,16066,47500,0.3382,100,2082
HERO_DAMAGE,15000,258,136,122,8675,7675,25800,0.2975,100,1871
HERO_DAMAGE,20000,125,67,58,4838,3838,12500,0.3070,100,569
HERO_DAMAGE,25000,52,31,21,3224,2224,5200,0.4277,100,208
TOWER_DAMAGE,5000,755,398,357,22079,21079,75500,0.2792,100,1155
TOWER_DAMAGE,10000,182,94,88,5274,4274,18200,0.2348,100,871
TOWER_DAMAGE,15000,27,14,13,1713,713,2700,0.2641,100,584
TOWER_DAMAGE,20000,2,2,0,1257,257,200,1.2850,100,0
TOWER_DAMAGE,25000,0,0,0,1000,0,0,0.0000,0,0
DAMAGE_TAKEN,10000,830,478,352,36217,35217,83000,0.4243,100,1048
DAMAGE_TAKEN,20000,472,273,199,21793,20793,47200,0.4405,100,1132
DAMAGE_TAKEN,30000,249,147,102,12194,11194,24900,0.4496,100,930
DAMAGE_TAKEN,40000,135,81,54,7496,6496,13500,0.4812,100,608
DAMAGE_TAKEN,50000,68,37,31,3383,2383,6800,0.3504,100,643
TEAM_PARTICIPATION,1,1052,589,463,41863,40863,105200,0.3884,100,2238
TEAM_PARTICIPATION,2,622,363,259,28636,27636,62200,0.4443,100,620
TEAM_PARTICIPATION,3,303,178,125,14753,13753,30300,0.4539,100,465
TEAM_PARTICIPATION,4,134,75,59,6068,5068,13400,0.3782,100,500
TEAM_PARTICIPATION,5,51,31,20,2986,1986,5100,0.3894,100,300
