metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,13941,7045,6896,-87822,-88822,487725,-0.1821,10000,90385
GPM,200,7220,3630,3590,-10931,-11931,177245,-0.0673,10000,33701
GPM,300,3236,1652,1584,-3110,-4110,70110,-0.0586,1885,6362
GPM,400,1246,650,596,-154,-1154,22375,-0.0516,1165,2714
GPM,500,445,235,210,1085,85,4740,0.0178,170,276
XPM,100,13666,6797,6869,-65044,-66044,643640,-0.1026,10000,79346
XPM,200,6909,3402,3507,-32252,-33252,353055,-0.0942,10000,63219
XPM,300,2877,1406,1471,-51366,-52366,335065,-0.1563,10000,65784
XPM,400,1060,548,512,1358,358,21650,0.0166,1165,1442
XPM,500,360,195,165,1004,4,4290,0.0010,105,467
HERO_DAMAGE,5000,15607,7497,8110,-82241,-83241,642030,-0.1297,10000,85679
HERO_DAMAGE,10000,9616,4566,5050,-181892,-182892,859640,-0.2128,10000,200976
HERO_DAMAGE,15000,5281,2444,2837,-92642,-93642,491425,-0.1906,10000,101274
HERO_DAMAGE,20000,2556,1161,1395,-40689,-41689,457265,-0.0912,10000,57090
HERO_DAMAGE,25000,1114,504,610,2174,1174,82225,0.0143,3050,6072
TOWER_DAMAGE,5000,8368,4320,4048,-2574,-3574,110950,-0.0322,720,5550
TOWER_DAMAGE,10000,1763,899,864,511,-489,16475,-0.0297,170,797
TOWER_DAMAGE,15000,205,103,102,838,-162,2075,-0.0779,105,301
TOWER_DAMAGE,20000,7,4,3,1008,8,40,0.1950,10,11
TOWER_DAMAGE,25000,1,0,1,995,-5,5,-1.0000,5,5
DAMAGE_TAKEN,10000,15043,7446,7597,-103382,-104382,588285,-0.1774,10000,125665
DAMAGE_TAKEN,20000,8870,4377,4493,-9455,-10455,163070,-0.0641,3050,11909
DAMAGE_TAKEN,30000,4866,2437,2429,-2623,-3623,83100,-0.0436,1885,5836
DAMAGE_TAKEN,40000,2597,1314,1283,-57520,-58520,375885,-0.1557,10000,78927
DAMAGE_TAKEN,50000,1452,755,697,-118,-1118,24295,-0.0460,720,2961
TEAM_PARTICIPATION,1,15004,7409,7595,-18577,-19577,419865,-0.0466,10000,40477
TEAM_PARTICIPATION,2,8523,4180,4343,-642,-1642,176720,-0.0093,4935,12055
TEAM_PARTICIPATION,3,4136,2043,2093,-5573,-6573,107160,-0.0613,7985,13348
TEAM_PARTICIPATION,4,1694,814,880,514,-486,69680,-0.0070,4935,11962
TEAM_PARTICIPATION,5,592,283,309,504,-496,11995,-0.0414,720,1414
