strategy_group,hero_filter,odds_condition,metric,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake
Fibonacci_$5,4+4,underdog,TOWER_DAMAGE,10000,75,47,28,62.67,1244,244,410,0.5940,20,15
Fibonacci_$5,4+4,underdog,TOWER_DAMAGE,15000,11,5,6,45.45,1060,60,85,0.7000,22,15
Fibonacci_$5,4+4,underdog,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Fibonacci_$5,4+4,underdog,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Fibonacci_$5,4+4,underdog,DAMAGE_TAKEN,10000,568,405,163,71.30,3671,2671,3175,0.8413,60,40
Fibonacci_$5,4+4,underdog,DAMAGE_TAKEN,20000,323,226,97,69.97,2490,1490,1920,0.7761,60,40
Fibonacci_$5,4+4,underdog,DAMAGE_TAKEN,30000,180,128,52,71.11,1785,785,1035,0.7584,35,25
Fibonacci_$5,4+4,underdog,DAMAGE_TAKEN,40000,105,71,34,67.62,1428,428,605,0.7071,20,15
Fibonacci_$5,4+4,underdog,DAMAGE_TAKEN,50000,58,38,20,65.52,1230,230,415,0.5539,60,40
Fibonacci_$5,4+4,underdog,TEAM_PARTICIPATION,1,676,457,219,67.60,4121,3121,4145,0.7529,100,65
Fibonacci_$5,4+4,underdog,TEAM_PARTICIPATION,2,381,260,121,68.24,2741,1741,2135,0.8155,35,25
Fibonacci_$5,4+4,underdog,TEAM_PARTICIPATION,3,168,119,49,70.83,1817,817,955,0.8554,20,15
Fibonacci_$5,4+4,underdog,TEAM_PARTICIPATION,4,62,44,18,70.97,1261,261,340,0.7690,20,15
Fibonacci_$5,4+4,underdog,TEAM_PARTICIPATION,5,21,15,6,71.43,1080,80,125,0.6368,20,15
Fibonacci_$5,4+4,favorite,GPM,100,1068,935,133,87.55,2431,1431,5475,0.2613,26,15
Fibonacci_$5,4+4,favorite,GPM,200,581,502,79,86.40,1719,719,3005,0.2392,23,15
Fibonacci_$5,4+4,favorite,GPM,300,273,239,34,87.55,1339,339,1420,0.2388,23,15
Fibonacci_$5,4+4,favorite,GPM,400,126,110,16,87.30,1142,142,650,0.2188,23,15
Fibonacci_$5,4+4,favorite,GPM,500,44,40,4,90.91,1065,65,225,0.2867,10,10
Fibonacci_$5,4+4,favorite,XPM,100,884,772,112,87.33,2153,1153,4595,0.2510,46,25
Fibonacci_$5,4+4,favorite,XPM,200,434,383,51,88.25,1581,581,2240,0.2596,38,25
Fibonacci_$5,4+4,favorite,XPM,300,170,152,18,89.41,1242,242,870,0.2779,20,15
Fibonacci_$5,4+4,favorite,XPM,400,58,54,4,93.10,1094,94,290,0.3253,5,5
Fibonacci_$5,4+4,favorite,XPM,500,18,16,2,88.89,1026,26,90,0.2883,9,5
Fibonacci_$5,4+4,favorite,HERO_DAMAGE,5000,839,737,102,87.84,2195,1195,4265,0.2802,26,15
Fibonacci_$5,4+4,favorite,HERO_DAMAGE,10000,482,419,63,86.93,1629,629,2450,0.2568,32,15
Fibonacci_$5,4+4,favorite,HERO_DAMAGE,15000,236,207,29,87.71,1322,322,1195,0.2696,16,10
Fibonacci_$5,4+4,favorite,HERO_DAMAGE,20000,101,86,15,85.15,1126,126,515,0.2440,14,10
Fibonacci_$5,4+4,favorite,HERO_DAMAGE,25000,33,28,5,84.85,1027,27,170,0.1603,10,10
Fibonacci_$5,4+4,favorite,TOWER_DAMAGE,5000,687,606,81,88.21,1915,915,3490,0.2621,21,15
Fibonacci_$5,4+4,favorite,TOWER_DAMAGE,10000,152,135,17,88.82,1186,186,770,0.2420,13,10
Fibonacci_$5,4+4,favorite,TOWER_DAMAGE,15000,17,16,1,94.12,1030,30,85,0.3494,5,5
Fibonacci_$5,4+4,favorite,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Fibonacci_$5,4+4,favorite,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Fibonacci_$5,4+4,favorite,DAMAGE_TAKEN,10000,938,817,121,87.10,2254,1254,4805,0.2610,22,15
Fibonacci_$5,4+4,favorite,DAMAGE_TAKEN,20000,562,494,68,87.90,1757,757,2840,0.2664,13,10
Fibonacci_$5,4+4,favorite,DAMAGE_TAKEN,30000,335,292,43,87.16,1423,423,1695,0.2494,13,10
Fibonacci_$5,4+4,favorite,DAMAGE_TAKEN,40000,196,173,23,88.27,1262,262,985,0.2661,12,10
Fibonacci_$5,4+4,favorite,DAMAGE_TAKEN,50000,130,115,15,88.46,1181,181,650,0.2788,9,5
Fibonacci_$5,4+4,favorite,TEAM_PARTICIPATION,1,956,851,105,89.02,2442,1442,4850,0.2973,17,10
