metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,2467,1705,762,29015.00,28015.00,123350.00,0.2271,50.00,809.50
GPM,200,1376,943,433,15024.00,14024.00,68800.00,0.2038,50.00,1121.50
GPM,300,644,439,205,7299.50,6299.50,32200.00,0.1956,50.00,534.00
GPM,400,294,209,85,4431.50,3431.50,14700.00,0.2334,50.00,459.00
GPM,500,115,79,36,1932.50,932.50,5750.00,0.1622,50.00,273.50
XPM,100,2123,1491,632,28459.00,27459.00,106150.00,0.2587,50.00,927.00
XPM,200,1089,756,333,13515.50,12515.50,54450.00,0.2299,50.00,711.00
XPM,300,456,311,145,6377.50,5377.50,22800.00,0.2359,50.00,387.50
XPM,400,187,129,58,3332.00,2332.00,9350.00,0.2494,50.00,310.50
XPM,500,71,45,26,1339.50,339.50,3550.00,0.0956,50.00,276.50
HERO_DAMAGE,5000,2005,1391,614,26404.00,25404.00,100250.00,0.2534,50.00,994.50
HERO_DAMAGE,10000,1233,843,390,15693.50,14693.50,61650.00,0.2383,50.00,1085.00
HERO_DAMAGE,15000,667,443,224,7748.00,6748.00,33350.00,0.2023,50.00,1201.00
HERO_DAMAGE,20000,309,211,98,4948.50,3948.50,15450.00,0.2556,50.00,452.50
HERO_DAMAGE,25000,128,88,40,2727.50,1727.50,6400.00,0.2699,50.00,391.00
TOWER_DAMAGE,5000,1711,1218,493,22568.50,21568.50,85550.00,0.2521,50.00,332.00
TOWER_DAMAGE,10000,414,293,121,5760.00,4760.00,20700.00,0.2300,50.00,275.50
TOWER_DAMAGE,15000,47,35,12,1493.50,493.50,2350.00,0.2100,50.00,125.00
TOWER_DAMAGE,20000,2,0,2,900.00,-100.00,100.00,-1.0000,50.00,100.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,2076,1473,603,30559.50,29559.50,103800.00,0.2848,50.00,952.00
DAMAGE_TAKEN,20000,1231,872,359,17572.50,16572.50,61550.00,0.2693,50.00,1002.50
DAMAGE_TAKEN,30000,726,519,207,10396.00,9396.00,36300.00,0.2588,50.00,874.00
DAMAGE_TAKEN,40000,428,304,124,6442.50,5442.50,21400.00,0.2543,50.00,476.00
DAMAGE_TAKEN,50000,247,178,69,4119.50,3119.50,12350.00,0.2526,50.00,365.00
TEAM_PARTICIPATION,1,2455,1704,751,36440.00,35440.00,122750.00,0.2887,50.00,780.50
TEAM_PARTICIPATION,2,1475,1014,461,20655.50,19655.50,73750.00,0.2665,50.00,534.00
TEAM_PARTICIPATION,3,757,518,239,10330.00,9330.00,37850.00,0.2465,50.00,491.50
TEAM_PARTICIPATION,4,323,222,101,5187.00,4187.00,16150.00,0.2593,50.00,397.00
TEAM_PARTICIPATION,5,125,89,36,3015.00,2015.00,6250.00,0.3224,50.00,297.50
