metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,2467,1705,762,2504.73,1504.73,7296.00,0.2062,610.00,987.71
GPM,200,1376,943,433,-309.21,-1309.21,10462.00,-0.1251,2584.00,4180.00
GPM,300,644,439,205,1137.65,137.65,842.00,0.1635,13.00,29.51
GPM,400,294,209,85,1076.77,76.77,321.00,0.2392,3.00,8.28
GPM,500,115,79,36,1021.48,21.48,143.00,0.1502,8.00,12.47
XPM,100,2123,1491,632,2330.86,1330.86,14167.00,0.0939,1597.00,2585.85
XPM,200,1089,756,333,901.36,-98.64,3235.00,-0.0305,610.00,986.00
XPM,300,456,311,145,1107.15,107.15,574.00,0.1867,21.00,33.00
XPM,400,187,129,58,1054.84,54.84,205.00,0.2675,3.00,6.66
XPM,500,71,45,26,1007.30,7.30,88.00,0.0830,5.00,7.24
HERO_DAMAGE,5000,2005,1391,614,789.90,-210.10,7953.00,-0.0264,1597.00,2585.77
HERO_DAMAGE,10000,1233,843,390,1161.86,161.86,2747.00,0.0589,377.00,611.65
HERO_DAMAGE,15000,667,443,224,1098.35,98.35,1292.00,0.0761,144.00,232.00
HERO_DAMAGE,20000,309,211,98,1115.51,115.51,413.00,0.2797,21.00,33.00
HERO_DAMAGE,25000,128,88,40,1048.94,48.94,167.00,0.2931,8.00,12.00
TOWER_DAMAGE,5000,1711,1218,493,1510.27,510.27,1908.00,0.2674,5.00,11.35
TOWER_DAMAGE,10000,414,293,121,1109.65,109.65,472.00,0.2323,5.00,8.00
TOWER_DAMAGE,15000,47,35,12,1010.45,10.45,48.00,0.2177,2.00,2.50
TOWER_DAMAGE,20000,2,0,2,998.00,-2.00,2.00,-1.0000,1.00,2.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,2076,1473,603,1685.82,685.82,2679.00,0.2560,55.00,90.73
DAMAGE_TAKEN,20000,1231,872,359,1375.36,375.36,1588.00,0.2364,34.00,63.96
DAMAGE_TAKEN,30000,726,519,207,1135.74,135.74,1337.00,0.1015,89.00,205.58
DAMAGE_TAKEN,40000,428,304,124,1119.55,119.55,585.00,0.2044,21.00,40.88
DAMAGE_TAKEN,50000,247,178,69,1077.19,77.19,298.00,0.2590,8.00,11.97
TEAM_PARTICIPATION,1,2455,1704,751,1879.13,879.13,3194.00,0.2752,55.00,89.67
TEAM_PARTICIPATION,2,1475,1014,461,1453.66,453.66,1755.00,0.2585,21.00,35.09
TEAM_PARTICIPATION,3,757,518,239,1226.97,226.97,922.00,0.2462,13.00,20.25
TEAM_PARTICIPATION,4,323,222,101,1113.50,113.50,431.00,0.2633,13.00,20.40
TEAM_PARTICIPATION,5,125,89,36,1049.16,49.16,150.00,0.3277,5.00,7.00
