metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,2467,1705,762,57030.00,56030.00,246700.00,0.2271,100.00,1619.00
GPM,200,1376,943,433,29048.00,28048.00,137600.00,0.2038,100.00,2243.00
GPM,300,644,439,205,13599.00,12599.00,64400.00,0.1956,100.00,1068.00
GPM,400,294,209,85,7863.00,6863.00,29400.00,0.2334,100.00,918.00
GPM,500,115,79,36,2865.00,1865.00,11500.00,0.1622,100.00,547.00
XPM,100,2123,1491,632,55918.00,54918.00,212300.00,0.2587,100.00,1854.00
XPM,200,1089,756,333,26031.00,25031.00,108900.00,0.2299,100.00,1422.00
XPM,300,456,311,145,11755.00,10755.00,45600.00,0.2359,100.00,775.00
XPM,400,187,129,58,5664.00,4664.00,18700.00,0.2494,100.00,621.00
XPM,500,71,45,26,1679.00,679.00,7100.00,0.0956,100.00,553.00
HERO_DAMAGE,5000,2005,1391,614,51808.00,50808.00,200500.00,0.2534,100.00,1989.00
HERO_DAMAGE,10000,1233,843,390,30387.00,29387.00,123300.00,0.2383,100.00,2170.00
HERO_DAMAGE,15000,667,443,224,14496.00,13496.00,66700.00,0.2023,100.00,2402.00
HERO_DAMAGE,20000,309,211,98,8897.00,7897.00,30900.00,0.2556,100.00,905.00
HERO_DAMAGE,25000,128,88,40,4455.00,3455.00,12800.00,0.2699,100.00,782.00
TOWER_DAMAGE,5000,1711,1218,493,44137.00,43137.00,171100.00,0.2521,100.00,664.00
TOWER_DAMAGE,10000,414,293,121,10520.00,9520.00,41400.00,0.2300,100.00,551.00
TOWER_DAMAGE,15000,47,35,12,1987.00,987.00,4700.00,0.2100,100.00,250.00
TOWER_DAMAGE,20000,2,0,2,800.00,-200.00,200.00,-1.0000,100.00,200.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,2076,1473,603,60119.00,59119.00,207600.00,0.2848,100.00,1904.00
DAMAGE_TAKEN,20000,1231,872,359,34145.00,33145.00,123100.00,0.2693,100.00,2005.00
DAMAGE_TAKEN,30000,726,519,207,19792.00,18792.00,72600.00,0.2588,100.00,1748.00
DAMAGE_TAKEN,40000,428,304,124,11885.00,10885.00,42800.00,0.2543,100.00,952.00
DAMAGE_TAKEN,50000,247,178,69,7239.00,6239.00,24700.00,0.2526,100.00,730.00
TEAM_PARTICIPATION,1,2455,1704,751,71880.00,70880.00,245500.00,0.2887,100.00,1561.00
TEAM_PARTICIPATION,2,1475,1014,461,40311.00,39311.00,147500.00,0.2665,100.00,1068.00
TEAM_PARTICIPATION,3,757,518,239,19660.00,18660.00,75700.00,0.2465,100.00,983.00
TEAM_PARTICIPATION,4,323,222,101,9374.00,8374.00,32300.00,0.2593,100.00,794.00
TEAM_PARTICIPATION,5,125,89,36,5030.00,4030.00,12500.00,0.3224,100.00,595.00
