metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,7137,4561,2576,552.52,-447.48,9595.00,-0.0466,21.00,451.64
GPM,200,3791,2425,1366,623.22,-376.78,5731.00,-0.0657,89.00,381.70
GPM,300,1765,1129,636,896.31,-103.69,2248.00,-0.0461,13.00,120.43
GPM,400,747,484,263,912.20,-87.80,1068.00,-0.0822,21.00,111.88
GPM,500,284,193,91,980.26,-19.74,404.00,-0.0489,13.00,38.41
XPM,100,6825,4341,2484,519.57,-480.43,9417.00,-0.0510,34.00,497.94
XPM,200,3593,2254,1339,638.05,-361.95,5131.00,-0.0705,34.00,372.81
XPM,300,1571,965,606,801.15,-198.85,2309.00,-0.0861,21.00,206.35
XPM,400,638,399,239,866.74,-133.26,1068.00,-0.1248,34.00,154.35
XPM,500,231,148,83,981.66,-18.34,320.00,-0.0573,8.00,28.73
HERO_DAMAGE,5000,7381,4595,2786,0.84,-999.16,11522.00,-0.0867,89.00,1019.44
HERO_DAMAGE,10000,4552,2803,1749,480.49,-519.51,6591.00,-0.0788,34.00,523.32
HERO_DAMAGE,15000,2530,1538,992,720.13,-279.87,3534.00,-0.0792,21.00,281.30
HERO_DAMAGE,20000,1227,742,485,859.15,-140.85,1666.00,-0.0845,13.00,144.21
HERO_DAMAGE,25000,572,344,228,914.47,-85.53,845.00,-0.1012,13.00,88.30
TOWER_DAMAGE,5000,4509,2939,1570,796.58,-203.42,6044.00,-0.0337,34.00,221.82
TOWER_DAMAGE,10000,1038,667,371,941.33,-58.67,1313.00,-0.0447,13.00,69.10
TOWER_DAMAGE,15000,132,88,44,999.52,-0.48,146.00,-0.0033,3.00,9.13
TOWER_DAMAGE,20000,7,5,2,1000.37,0.37,7.00,0.0529,1.00,1.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,7438,4693,2745,330.32,-669.68,10792.00,-0.0621,144.00,681.58
DAMAGE_TAKEN,20000,4526,2845,1681,136.22,-863.78,7957.00,-0.1086,233.00,878.21
DAMAGE_TAKEN,30000,2650,1664,986,561.23,-438.77,4471.00,-0.0981,89.00,459.53
DAMAGE_TAKEN,40000,1493,948,545,843.33,-156.67,2224.00,-0.0704,21.00,161.76
DAMAGE_TAKEN,50000,887,576,311,939.83,-60.17,1228.00,-0.0490,21.00,67.66
TEAM_PARTICIPATION,1,6930,4442,2488,473.64,-526.36,9742.00,-0.0540,89.00,532.51
TEAM_PARTICIPATION,2,3970,2559,1411,607.66,-392.34,5828.00,-0.0673,89.00,395.26
TEAM_PARTICIPATION,3,1999,1285,714,874.79,-125.21,2697.00,-0.0464,34.00,145.69
TEAM_PARTICIPATION,4,844,544,300,922.08,-77.92,1184.00,-0.0658,34.00,84.17
TEAM_PARTICIPATION,5,316,208,108,965.78,-34.22,450.00,-0.0760,21.00,40.87
