metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,1435,1130,305,1226.16,226.16,1606.00,0.1408,21.00,33.57
GPM,200,802,630,172,1080.62,80.62,1010.00,0.0798,34.00,54.00
GPM,300,370,292,78,1052.97,52.97,407.00,0.1301,5.00,9.30
GPM,400,173,141,32,1029.17,29.17,179.00,0.1630,3.00,4.45
GPM,500,68,56,12,1012.26,12.26,69.00,0.1777,2.00,2.00
XPM,100,1205,963,242,1210.36,210.36,1327.00,0.1585,13.00,21.14
XPM,200,622,497,125,1092.13,92.13,716.00,0.1287,13.00,20.00
XPM,300,252,197,55,1035.67,35.67,283.00,0.1260,5.00,7.70
XPM,400,98,79,19,1016.70,16.70,100.00,0.1670,2.00,2.65
XPM,500,40,29,11,1002.76,2.76,45.00,0.0613,3.00,4.00
HERO_DAMAGE,5000,1110,884,226,1192.39,192.39,1199.00,0.1605,8.00,13.83
HERO_DAMAGE,10000,667,529,138,1107.92,107.92,716.00,0.1507,5.00,11.99
HERO_DAMAGE,15000,359,277,82,1048.22,48.22,378.00,0.1276,3.00,5.01
HERO_DAMAGE,20000,160,122,38,1019.60,19.60,188.00,0.1043,8.00,12.00
HERO_DAMAGE,25000,68,47,21,996.71,-3.29,89.00,-0.0370,8.00,13.91
TOWER_DAMAGE,5000,1017,809,208,1169.93,169.93,1080.00,0.1573,8.00,13.31
TOWER_DAMAGE,10000,241,193,48,1033.68,33.68,264.00,0.1276,8.00,12.00
TOWER_DAMAGE,15000,31,27,4,1006.51,6.51,31.00,0.2100,1.00,1.61
TOWER_DAMAGE,20000,1,0,1,999.00,-1.00,1.00,-1.0000,1.00,1.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,1194,949,245,1206.35,206.35,1288.00,0.1602,5.00,19.51
DAMAGE_TAKEN,20000,719,570,149,1108.83,108.83,787.00,0.1383,8.00,21.40
DAMAGE_TAKEN,30000,436,348,88,1065.93,65.93,490.00,0.1346,13.00,20.23
DAMAGE_TAKEN,40000,255,203,52,1037.69,37.69,280.00,0.1346,5.00,9.42
DAMAGE_TAKEN,50000,155,128,27,1033.58,33.58,160.00,0.2099,3.00,5.00
TEAM_PARTICIPATION,1,1275,1021,254,1235.12,235.12,1329.00,0.1769,3.00,8.45
TEAM_PARTICIPATION,2,766,611,155,1135.94,135.94,820.00,0.1658,8.00,12.00
TEAM_PARTICIPATION,3,400,313,87,1059.10,59.10,423.00,0.1397,5.00,7.00
TEAM_PARTICIPATION,4,161,132,29,1031.49,31.49,166.00,0.1897,3.00,4.00
TEAM_PARTICIPATION,5,60,49,11,1013.81,13.81,63.00,0.2192,2.00,2.65
