metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
GPM,100,1435,1130,305,2130.80,1130.80,8030.00,0.1408,105.00,167.85
GPM,200,802,630,172,1403.10,403.10,5050.00,0.0798,170.00,270.00
GPM,300,370,292,78,1264.85,264.85,2035.00,0.1301,25.00,46.50
GPM,400,173,141,32,1145.85,145.85,895.00,0.1630,15.00,22.25
GPM,500,68,56,12,1061.30,61.30,345.00,0.1777,10.00,10.00
XPM,100,1205,963,242,2051.80,1051.80,6635.00,0.1585,65.00,105.70
XPM,200,622,497,125,1460.65,460.65,3580.00,0.1287,65.00,100.00
XPM,300,252,197,55,1178.35,178.35,1415.00,0.1260,25.00,38.50
XPM,400,98,79,19,1083.50,83.50,500.00,0.1670,10.00,13.25
XPM,500,40,29,11,1013.80,13.80,225.00,0.0613,15.00,20.00
HERO_DAMAGE,5000,1110,884,226,1961.95,961.95,5995.00,0.1605,40.00,69.15
HERO_DAMAGE,10000,667,529,138,1539.60,539.60,3580.00,0.1507,25.00,59.95
HERO_DAMAGE,15000,359,277,82,1241.10,241.10,1890.00,0.1276,15.00,25.05
HERO_DAMAGE,20000,160,122,38,1098.00,98.00,940.00,0.1043,40.00,60.00
HERO_DAMAGE,25000,68,47,21,983.55,-16.45,445.00,-0.0370,40.00,69.55
TOWER_DAMAGE,5000,1017,809,208,1849.65,849.65,5400.00,0.1573,40.00,66.55
TOWER_DAMAGE,10000,241,193,48,1168.40,168.40,1320.00,0.1276,40.00,60.00
TOWER_DAMAGE,15000,31,27,4,1032.55,32.55,155.00,0.2100,5.00,8.05
TOWER_DAMAGE,20000,1,0,1,995.00,-5.00,5.00,-1.0000,5.00,5.00
TOWER_DAMAGE,25000,0,0,0,1000.00,0.00,0.00,0.0000,0.00,0.00
DAMAGE_TAKEN,10000,1194,949,245,2031.75,1031.75,6440.00,0.1602,25.00,97.55
DAMAGE_TAKEN,20000,719,570,149,1544.15,544.15,3935.00,0.1383,40.00,107.00
DAMAGE_TAKEN,30000,436,348,88,1329.65,329.65,2450.00,0.1346,65.00,101.15
DAMAGE_TAKEN,40000,255,203,52,1188.45,188.45,1400.00,0.1346,25.00,47.10
DAMAGE_TAKEN,50000,155,128,27,1167.90,167.90,800.00,0.2099,15.00,25.00
TEAM_PARTICIPATION,1,1275,1021,254,2175.60,1175.60,6645.00,0.1769,15.00,42.25
TEAM_PARTICIPATION,2,766,611,155,1679.70,679.70,4100.00,0.1658,40.00,60.00
TEAM_PARTICIPATION,3,400,313,87,1295.50,295.50,2115.00,0.1397,25.00,35.00
TEAM_PARTICIPATION,4,161,132,29,1157.45,157.45,830.00,0.1897,15.00,20.00
TEAM_PARTICIPATION,5,60,49,11,1069.05,69.05,315.00,0.2192,10.00,13.25
