strategy_group,hero_filter,odds_condition,metric,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake
Flat100,none,favorite,GPM,300,11,5,6,45.45,691,-309,1100,-0.2809,549,100
Flat100,none,favorite,GPM,400,4,2,2,50.00,913,-87,400,-0.2175,149,100
Flat100,none,favorite,GPM,500,1,0,1,0.00,900,-100,100,-1.0000,100,100
Flat100,none,favorite,XPM,100,37,19,18,51.35,99,-901,3700,-0.2435,1144,100
Flat100,none,favorite,XPM,200,17,7,10,41.18,366,-634,1700,-0.3729,773,100
Flat100,none,favorite,XPM,300,13,6,7,46.15,624,-376,1300,-0.2892,635,100
Flat100,none,favorite,XPM,400,6,3,3,50.00,864,-136,600,-0.2267,300,100
Flat100,none,favorite,XPM,500,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,none,favorite,HERO_DAMAGE,5000,39,20,19,51.28,46,-954,3900,-0.2446,977,100
Flat100,none,favorite,HERO_DAMAGE,10000,30,16,14,53.33,348,-652,3000,-0.2173,737,100
Flat100,none,favorite,HERO_DAMAGE,15000,11,7,4,63.64,990,-10,1100,-0.0091,335,100
Flat100,none,favorite,HERO_DAMAGE,20000,7,4,3,57.14,940,-60,700,-0.0857,300,100
Flat100,none,favorite,HERO_DAMAGE,25000,4,3,1,75.00,1098,98,400,0.2450,100,100
Flat100,none,favorite,TOWER_DAMAGE,5000,25,13,12,52.00,518,-482,2500,-0.1928,799,100
Flat100,none,favorite,TOWER_DAMAGE,10000,3,2,1,66.67,1016,16,300,0.0533,100,100
Flat100,none,favorite,TOWER_DAMAGE,15000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,none,favorite,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,none,favorite,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,none,favorite,DAMAGE_TAKEN,10000,45,29,16,64.44,874,-126,4500,-0.0280,753,100
Flat100,none,favorite,DAMAGE_TAKEN,20000,27,16,11,59.26,666,-334,2700,-0.1237,615,100
Flat100,none,favorite,DAMAGE_TAKEN,30000,10,5,5,50.00,773,-227,1000,-0.2270,355,100
Flat100,none,favorite,DAMAGE_TAKEN,40000,6,3,3,50.00,886,-114,600,-0.1900,200,100
Flat100,none,favorite,DAMAGE_TAKEN,50000,1,1,0,100.00,1072,72,100,0.7200,0,100
Flat100,none,favorite,TEAM_PARTICIPATION,1,31,17,14,54.84,418,-582,3100,-0.1877,745,100
Flat100,none,favorite,TEAM_PARTICIPATION,2,17,8,9,47.06,476,-524,1700,-0.3082,639,100
Flat100,none,favorite,TEAM_PARTICIPATION,3,9,6,3,66.67,988,-12,900,-0.0133,200,100
Flat100,none,favorite,TEAM_PARTICIPATION,4,4,4,0,100.00,1191,191,400,0.4775,0,100
Flat100,none,favorite,TEAM_PARTICIPATION,5,3,3,0,100.00,1162,162,300,0.5400,0,100
Bankroll5pct,none,any,GPM,100,91,40,51,43.96,348,-652,2663,-0.2447,661,50
Bankroll5pct,none,any,GPM,200,54,22,32,40.74,485,-515,1881,-0.2738,525,50
Bankroll5pct,none,any,GPM,300,21,10,11,47.62,887,-113,979,-0.1157,233,52
Bankroll5pct,none,any,GPM,400,9,5,4,55.56,1064,64,445,0.1430,70,52
Bankroll5pct,none,any,GPM,500,3,0,3,0.00,857,-143,143,-1.0000,143,50
Bankroll5pct,none,any,XPM,100,85,36,49,42.35,360,-640,2619,-0.2445,640,50
Bankroll5pct,none,any,XPM,200,40,14,26,35.00,505,-495,1460,-0.3389,505,50
Bankroll5pct,none,any,XPM,300,21,8,13,38.10,712,-288,928,-0.3101,360,52
Bankroll5pct,none,any,XPM,400,7,3,4,42.86,883,-117,334,-0.3505,183,52
Bankroll5pct,none,any,XPM,500,1,1,0,100.00,1031,31,50,0.6200,0,50
Bankroll5pct,none,any,HERO_DAMAGE,5000,92,36,56,39.13,269,-731,3190,-0.2292,819,54
Bankroll5pct,none,any,HERO_DAMAGE,10000,62,25,37,40.32,395,-605,2145,-0.2822,636,52
Bankroll5pct,none,any,HERO_DAMAGE,15000,27,11,16,40.74,653,-347,1145,-0.3033,423,54
Bankroll5pct,none,any,HERO_DAMAGE,20000,15,6,9,40.00,793,-207,685,-0.3022,331,54
Bankroll5pct,none,any,HERO_DAMAGE,25000,6,4,2,66.67,1063,63,304,0.2089,103,53
Bankroll5pct,none,any,TOWER_DAMAGE,5000,45,18,27,40.00,520,-480,1730,-0.2777,586,54
Bankroll5pct,none,any,TOWER_DAMAGE,10000,6,2,4,33.33,862,-138,272,-0.5062,159,50
Bankroll5pct,none,any,TOWER_DAMAGE,15000,2,0,2,0.00,903,-97,98,-1.0000,98,50
Bankroll5pct,none,any,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,any,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,any,DAMAGE_TAKEN,10000,89,44,45,49.44,591,-409,2770,-0.1476,524,50
Bankroll5pct,none,any,DAMAGE_TAKEN,20000,56,28,28,50.00,815,-185,2305,-0.0804,338,50
Bankroll5pct,none,any,DAMAGE_TAKEN,30000,19,10,9,52.63,1062,62,996,0.0620,158,59
Bankroll5pct,none,any,DAMAGE_TAKEN,40000,10,7,3,70.00,1272,272,537,0.5056,113,61
Bankroll5pct,none,any,DAMAGE_TAKEN,50000,2,2,0,100.00,1140,140,105,1.3295,0,55
Bankroll5pct,none,any,TEAM_PARTICIPATION,1,84,36,48,42.86,409,-591,3477,-0.1700,750,58
Bankroll5pct,none,any,TEAM_PARTICIPATION,2,48,20,28,41.67,609,-391,2273,-0.1722,583,60
Bankroll5pct,none,any,TEAM_PARTICIPATION,3,22,12,10,54.55,992,-8,1177,-0.0071,169,57
Bankroll5pct,none,any,TEAM_PARTICIPATION,4,10,5,5,50.00,927,-73,499,-0.1466,119,52
Bankroll5pct,none,any,TEAM_PARTICIPATION,5,6,4,2,66.67,1066,66,314,0.2084,56,56
Bankroll5pct,none,underdog,GPM,100,49,16,33,32.65,488,-512,1743,-0.2937,512,50
Bankroll5pct,none,underdog,GPM,200,29,9,20,31.03,648,-352,1105,-0.3188,352,50
Bankroll5pct,none,underdog,GPM,300,10,5,5,50.00,1045,45,482,0.0936,143,55
Bankroll5pct,none,underdog,GPM,400,5,3,2,60.00,1115,115,244,0.4702,98,52
Bankroll5pct,none,underdog,GPM,500,2,0,2,0.00,903,-97,98,-1.0000,98,50
Bankroll5pct,none,underdog,XPM,100,47,16,31,34.04,557,-443,1875,-0.2363,443,50
Bankroll5pct,none,underdog,XPM,200,23,7,16,30.43,705,-295,969,-0.3049,295,50
Bankroll5pct,none,underdog,XPM,300,8,2,6,25.00,869,-131,364,-0.3586,185,50
Bankroll5pct,none,underdog,XPM,400,1,0,1,0.00,950,-50,50,-1.0000,50,50
Bankroll5pct,none,underdog,XPM,500,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,underdog,HERO_DAMAGE,5000,52,15,37,28.85,428,-572,2097,-0.2728,692,56
Bankroll5pct,none,underdog,HERO_DAMAGE,10000,32,9,23,28.13,560,-440,1229,-0.3585,440,50
Bankroll5pct,none,underdog,HERO_DAMAGE,15000,16,4,12,25.00,661,-339,648,-0.5228,339,50
