metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
WR_DELTA,5,6818,4812,2006,11921.68,10921.68,43297.05,0.2523,327.05,730.55
WR_DELTA,10,6812,4807,2005,11924.28,10924.28,43237.05,0.2527,327.05,730.55
WR_DELTA,15,6804,4803,2001,11919.83,10919.83,43157.05,0.2530,327.05,730.55
WR_DELTA,20,6794,4798,1996,11914.91,10914.91,43090.55,0.2533,325.55,730.55
WR_DELTA,25,6777,4794,1983,11935.71,10935.71,42940.55,0.2547,325.55,730.55
WR_DELTA,30,6762,4784,1978,11926.21,10926.21,42825.55,0.2551,325.55,730.55
WR_DELTA,35,6737,4771,1966,11972.31,10972.31,41920.55,0.2617,325.55,730.55
WR_DELTA,40,6706,4757,1949,11971.31,10971.31,41785.55,0.2626,325.55,730.55
WR_DELTA,45,6668,4734,1934,11948.91,10948.91,41520.55,0.2637,325.55,730.55
WR_DELTA,50,6611,4702,1909,11906.51,10906.51,41170.55,0.2649,325.55,730.55
WR_DELTA,75,6192,4437,1755,11152.40,10152.40,37675.00,0.2695,275.00,574.60
WR_DELTA,100,51,23,28,0.00,-1000.00,2157.05,-0.4636,275.00,1053.50
WR_DELTA,125,4404,3240,1164,8773.70,7773.70,26730.00,0.2908,170.00,293.85
WR_DELTA,150,3333,2527,806,7283.15,6283.15,19250.00,0.3264,65.00,116.80
WR_DELTA,200,1631,1288,343,4459.35,3459.35,9180.00,0.3768,105.00,185.00
WR_DELTA,250,691,553,138,2480.15,1480.15,3830.00,0.3865,65.00,95.00
WR_DELTA,300,259,220,39,1732.90,732.90,1340.00,0.5469,10.00,11.80
WR_DELTA,350,77,66,11,1239.75,239.75,395.00,0.6070,10.00,10.00
WR_DELTA,400,21,19,2,1058.90,58.90,105.00,0.5610,5.00,6.25
