metric,threshold,bets,wins,losses,final_bankroll,profit,total_staked,roi,max_stake,max_drawdown
WR_DELTA,5,3875,3108,767,4520.00,3520.00,20730.00,0.1698,105.00,199.90
WR_DELTA,10,3871,3105,766,4521.35,3521.35,20700.00,0.1701,105.00,199.90
WR_DELTA,15,3867,3102,765,4519.40,3519.40,20680.00,0.1702,105.00,199.90
WR_DELTA,20,3858,3097,761,4524.55,3524.55,20630.00,0.1708,105.00,200.50
WR_DELTA,25,3852,3094,758,4535.65,3535.65,20590.00,0.1717,105.00,200.50
WR_DELTA,30,3843,3087,756,4535.60,3535.60,20515.00,0.1723,105.00,200.50
WR_DELTA,35,3835,3081,754,4531.70,3531.70,20475.00,0.1725,105.00,200.50
WR_DELTA,40,3820,3072,748,4537.30,3537.30,20405.00,0.1734,105.00,200.50
WR_DELTA,45,3800,3056,744,4525.20,3525.20,20310.00,0.1736,105.00,200.50
WR_DELTA,50,3764,3034,730,4541.25,3541.25,20120.00,0.1760,105.00,200.50
WR_DELTA,75,3554,2878,676,4425.20,3425.20,18990.00,0.1804,105.00,200.50
WR_DELTA,100,3120,2551,569,4162.50,3162.50,16665.00,0.1898,105.00,196.60
WR_DELTA,125,2565,2114,451,3743.45,2743.45,13600.00,0.2017,65.00,129.70
WR_DELTA,150,2003,1688,315,3326.30,2326.30,10505.00,0.2214,65.00,118.60
WR_DELTA,200,987,852,135,2282.40,1282.40,5100.00,0.2515,25.00,38.90
WR_DELTA,250,420,366,54,1544.95,544.95,2130.00,0.2558,10.00,21.45
WR_DELTA,300,153,140,13,1246.75,246.75,770.00,0.3205,10.00,10.00
WR_DELTA,350,43,39,4,1073.65,73.65,220.00,0.3348,10.00,10.00
WR_DELTA,400,15,14,1,1025.20,25.20,75.00,0.3360,5.00,5.00
